Name,Monomer SMILES,Dimer SMILES,Trimer SMILES,RRU_Monomer SMILES,RRU_Dimer SMILES,RRU_Trimer SMILES
NDI-T-2OD,*c5ccc(c1cc3c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c4c(*)cc2c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c1c2c34)s5,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc(-c3ccc(c4cc5c6c(c(-c7ccc(*)s7)cc7c6c4C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C7=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C5=O)s3)c3c4c(cc(*)c(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc(-c3ccc(-c4cc5c6c(c(-c7ccc(c8cc9c%10c(c(-c%11ccc(*)s%11)cc%11c%10c8C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C%11=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C9=O)s7)cc7c6c4C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C7=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C5=O)s3)c3c4c(cc(*)c(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(c:C(:c(c25)C1=O)C1:ccc-3s:1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(cc(c(c25)C1=O)-c1cc:C(:s1)C1:cc2c5c(c(cc6c5c:1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)-c1ccc-3s1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(cc(c(c25)C1=O)-c1ccc(s1)-c1cc2c5c(c(cc6c5c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)-c1ccc(s1)-c1cc5c6c(:C(:cc7c6c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C7=O)C1:ccc-3s:1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C5=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O
BAMH-PPV,*/C=C/c1cc(N(C)CCCCCC)c(*)cc1N(C)CCCCCC,CCCCCCN(C)c1cc(C=Cc2cc(N(C)CCCCCC)c(C=C*)cc2N(C)CCCCCC)c(N(C)CCCCCC)cc1*,CCCCCCN(C)c1cc(C=Cc2cc(N(C)CCCCCC)c(C=Cc3cc(N(C)CCCCCC)c(C=C*)cc3N(C)CCCCCC)cc2N(C)CCCCCC)c(N(C)CCCCCC)cc1*,CCCCCCN(C)c1cc2c(N(C)CCCCCC)c:C:1C=C2,CCCCCCN(C)c1cc2c(N(C)CCCCCC)cc1C=CC1:cc(N(C)CCCCCC)c(cc:1N(C)CCCCCC)C=C2,CCCCCCN(C)c1cc2c(N(C)CCCCCC)cc1C=Cc1cc(N(C)CCCCCC)c(cc1N(C)CCCCCC)C=Cc1cc(N(C)CCCCCC):C(:cc1N(C)CCCCCC)C=C2
D18-Cl,*c%11cc%10c(c1cc(Cl)c(CC(CC)CCCC)s1)c8sc(c7cc(CC(CCCC)CCCCCC)c(c6cc5c2nsnc2c4cc(c3cc(*)c(CC(CCCC)CCCCCC)s3)sc4c5s6)s7)cc8c(c9cc(Cl)c(CC(CC)CCCC)s9)c%10s%11,CCCCCCC(CCCC)Cc1cc(-c2cc3c(-c4cc(Cl)c(CC(CC)CCCC)s4)c4sc(c5cc(-c6cc7c8nsnc8c8cc(-c9sc(-c%10cc%11c(-c%12cc(Cl)c(CC(CC)CCCC)s%12)c%12sc(*)cc%12c(-c%12cc(Cl)c(CC(CC)CCCC)s%12)c%11s%10)cc9CC(CCCC)CCCCCC)sc8c7s6)sc5CC(CCCC)CCCCCC)cc4c(-c4cc(Cl)c(CC(CC)CCCC)s4)c3s2)sc1-c1cc2c3nsnc3c3cc(-c4cc(*)c(CC(CCCC)CCCCCC)s4)sc3c2s1,CCCCCCC(CCCC)Cc1cc(-c2cc3c(-c4cc(Cl)c(CC(CC)CCCC)s4)c4sc(-c5cc(-c6cc7c8nsnc8c8cc(-c9sc(-c%10cc%11c(-c%12cc(Cl)c(CC(CC)CCCC)s%12)c%12sc(c%13cc(-c%14cc%15c%16nsnc%16c%16cc(-c%17sc(-c%18cc%19c(-c%20cc(Cl)c(CC(CC)CCCC)s%20)c%20sc(*)cc%20c(-c%20cc(Cl)c(CC(CC)CCCC)s%20)c%19s%18)cc%17CC(CCCC)CCCCCC)sc%16c%15s%14)sc%13CC(CCCC)CCCCCC)cc%12c(-c%12cc(Cl)c(CC(CC)CCCC)s%12)c%11s%10)cc9CC(CCCC)CCCCCC)sc8c7s6)sc5CC(CCCC)CCCCCC)cc4c(-c4cc(Cl)c(CC(CC)CCCC)s4)c3s2)sc1-c1cc2c3nsnc3c3cc(-c4cc(*)c(CC(CCCC)CCCCCC)s4)sc3c2s1,CCCCCCC(CCCC)Cc1cc2sc1-c1cc3c4nsnc4c4cc(sc4c3s1)-c1c:C(:c(CC(CCCC)CCCCCC)s1)C1:cc3c(-c4cc(Cl)c(CC(CC)CCCC)s4)c4sc-2cc4c(-c2cc(Cl)c(CC(CC)CCCC)s2)c3s:1,CCCCCCC(CCCC)Cc1cc2sc1-c1cc3c4nsnc4c4cc(sc4c3s1)-c1c:C(:c(CC(CCCC)CCCCCC)s1)C1:cc3c(-c4cc(Cl)c(CC(CC)CCCC)s4)c4sc(cc4c(-c4cc(Cl)c(CC(CC)CCCC)s4)c3s:1)-c1cc(CC(CCCC)CCCCCC)c(s1)-c1cc3c4nsnc4c4cc(sc4c3s1)-c1cc(c(CC(CCCC)CCCCCC)s1)-c1cc3c(-c4cc(Cl)c(CC(CC)CCCC)s4)c4sc-2cc4c(-c2cc(Cl)c(CC(CC)CCCC)s2)c3s1,CCCCCCC(CCCC)Cc1cc2sc1-c1cc3c4nsnc4c4cc(sc4c3s1)-c1cc(c(CC(CCCC)CCCCCC)s1)-c1cc3c(-c4cc(Cl)c(CC(CC)CCCC)s4)c4sc(cc4c(-c4cc(Cl)c(CC(CC)CCCC)s4)c3s1)-c1cc(CC(CCCC)CCCCCC)c(s1)-c1cc3c4nsnc4c4cc(sc4c3s1)-c1cc(c(CC(CCCC)CCCCCC)s1)-c1cc3c(-c4cc(Cl)c(CC(CC)CCCC)s4)c4sc(cc4c(-c4cc(Cl)c(CC(CC)CCCC)s4)c3s1)-c1cc(CC(CCCC)CCCCCC)c(s1)-c1cc3c4nsnc4c4cc(sc4c3s1)-c1c:C(:c(CC(CCCC)CCCCCC)s1)C1:cc3c(-c4cc(Cl)c(CC(CC)CCCC)s4)c4sc-2cc4c(-c2cc(Cl)c(CC(CC)CCCC)s2)c3s:1
PPP2,CCCCCCc6ccc(c2cc(*)cc(c1ccc(CCCCCC)cc1)c2c4c(c3ccc(CCCCCC)cc3)cc(*)cc4c5ccc(CCCCCC)cc5)cc6,CCCCCCc1ccc(-c2cc(*)cc(-c3ccc(CCCCCC)cc3)c2-c2c(-c3ccc(CCCCCC)cc3)cc(c3cc(-c4ccc(CCCCCC)cc4)c(-c4c(-c5ccc(CCCCCC)cc5)cc(*)cc4-c4ccc(CCCCCC)cc4)c(-c4ccc(CCCCCC)cc4)c3)cc2-c2ccc(CCCCCC)cc2)cc1,CCCCCCc1ccc(-c2cc(*)cc(-c3ccc(CCCCCC)cc3)c2-c2c(-c3ccc(CCCCCC)cc3)cc(c3cc(-c4ccc(CCCCCC)cc4)c(-c4c(-c5ccc(CCCCCC)cc5)cc(-c5cc(-c6ccc(CCCCCC)cc6)c(-c6c(-c7ccc(CCCCCC)cc7)cc(*)cc6-c6ccc(CCCCCC)cc6)c(-c6ccc(CCCCCC)cc6)c5)cc4-c4ccc(CCCCCC)cc4)c(-c4ccc(CCCCCC)cc4)c3)cc2-c2ccc(CCCCCC)cc2)cc1,CCCCCCc1ccc(-c2c:C3:cc(-c4ccc(CCCCCC)cc4)c2-c2c(-c4ccc(CCCCCC)cc4)c:C3:cc2-c2ccc(CCCCCC)cc2)cc1,CCCCCCc1ccc(-c2c:C3:cc(-c4ccc(CCCCCC)cc4)c2-c2c(-c4ccc(CCCCCC)cc4)cc(cc2-c2ccc(CCCCCC)cc2)-c2cc(-c4ccc(CCCCCC)cc4)c(c(-c4ccc(CCCCCC)cc4)c2)-c2c(-c4ccc(CCCCCC)cc4)c:C3:cc2-c2ccc(CCCCCC)cc2)cc1,CCCCCCc1ccc(-c2cc3cc(-c4ccc(CCCCCC)cc4)c2-c2c(-c4ccc(CCCCCC)cc4)c:C(:cc2-c2ccc(CCCCCC)cc2)C2:cc(-c4ccc(CCCCCC)cc4)c(c(-c4ccc(CCCCCC)cc4)c:2)-c2c(-c4ccc(CCCCCC)cc4)cc(cc2-c2ccc(CCCCCC)cc2)-c2cc(-c4ccc(CCCCCC)cc4)c(c(-c4ccc(CCCCCC)cc4)c2)-c2c(-c4ccc(CCCCCC)cc4)cc-3cc2-c2ccc(CCCCCC)cc2)cc1
PBTTT-C16,*c4cc(CCCCCCCCCCCCCCCC)c(c3cc2sc(c1sc(*)cc1CCCCCCCCCCCCCCCC)cc2s3)s4,CCCCCCCCCCCCCCCCc1cc(*)sc1-c1cc2sc(-c3sc(c4cc(CCCCCCCCCCCCCCCC)c(-c5cc6sc(-c7sc(*)cc7CCCCCCCCCCCCCCCC)cc6s5)s4)cc3CCCCCCCCCCCCCCCC)cc2s1,CCCCCCCCCCCCCCCCc1cc(*)sc1-c1cc2sc(-c3sc(c4cc(CCCCCCCCCCCCCCCC)c(-c5cc6sc(-c7sc(-c8cc(CCCCCCCCCCCCCCCC)c(-c9cc%10sc(-c%11sc(*)cc%11CCCCCCCCCCCCCCCC)cc%10s9)s8)cc7CCCCCCCCCCCCCCCC)cc6s5)s4)cc3CCCCCCCCCCCCCCCC)cc2s1,CCCCCCCCCCCCCCCCc1c:C2:sc1-c1cc3sc(cc3s1)-c1s:C2:cc1CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCc1c:C2:sc1-c1cc3sc(cc3s1)-c1sc(cc1CCCCCCCCCCCCCCCC)-c1cc(CCCCCCCCCCCCCCCC)c(s1)-c1cc3sc(cc3s1)-c1s:C2:cc1CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCc1cc2sc1-c1cc3sc(cc3s1)-c1s:C(:cc1CCCCCCCCCCCCCCCC)C1:cc(CCCCCCCCCCCCCCCC)c(s:1)-c1cc3sc(cc3s1)-c1sc(cc1CCCCCCCCCCCCCCCC)-c1cc(CCCCCCCCCCCCCCCC)c(s1)-c1cc3sc(cc3s1)-c1sc-2cc1CCCCCCCCCCCCCCCC
DPPDTT,*c6ccc(c5cc4sc(c3ccc(c2c1c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(*)c1c(=O)n2CC(CCCCCCCC)CCCCCCCCCC)s3)cc4s5)s6,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5sc(-c6ccc(C7=C8C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c9ccc(-c%10cc%11sc(-c%12ccc(*)s%12)cc%11s%10)s9)=C8C(=O)N7CC(CCCCCCCC)CCCCCCCCCC)s6)cc5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1*,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5sc(-c6ccc(C7=C8C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c9ccc(-c%10cc%11sc(-c%12ccc(C%13=C%14C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c%15ccc(-c%16cc%17sc(-c%18ccc(*)s%18)cc%17s%16)s%15)=C%14C(=O)N%13CC(CCCCCCCC)CCCCCCCCCC)s%12)cc%11s%10)s9)=C8C(=O)N7CC(CCCCCCCC)CCCCCCCCCC)s6)cc5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1*,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C3c4ccc(s4)-c4cc5sc(cc5s4)-c4cc:C(:s4)C1=C2C(=O)N3CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C3c4ccc(s4)-c4cc5sc(cc5s4)-c4ccc(s4)C4=C5C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCC)CCCCCCCCCC)C4:ccc(s:4)-c4cc5sc(cc5s4)-c4ccc(s4)C1=C2C(=O)N3CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C3c4ccc(s4)-c4cc5sc(cc5s4)-c4cc:C(:s4)C4=C5C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCC)CCCCCCCCCC)c4ccc(s4)-c4cc5sc(cc5s4)-c4ccc(s4)C4=C5C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCC)CCCCCCCCCC)c4ccc(s4)-c4cc5sc(cc5s4)-c4ccc(s4)C1=C2C(=O)N3CC(CCCCCCCC)CCCCCCCCCC
P3EHT,*c1cc(CC(CC)CCCC)c(*)s1,CCCCC(CC)Cc1cc(c2sc(*)cc2CC(CC)CCCC)sc1*,CCCCC(CC)Cc1cc(-c2sc(c3sc(*)cc3CC(CC)CCCC)cc2CC(CC)CCCC)sc1*,CCCCC(CC)Cc1c:C2:s:C:12,CCCCC(CC)Cc1cc2s:C:1C1:cc(CC(CC)CCCC)c-2s:1,CCCCC(CC)Cc1c:C2:sc1-c1cc(CC(CC)CCCC)c(s1)-c1cc(CC(CC)CCCC):C2:s1
NDI-2T- 2HD,*c6ccc(c5ccc(c1cc3c(=O)n(CC(CCCCCC)CCCCCCCC)c(=O)c4c(*)cc2c(=O)n(CC(CCCCCC)CCCCCCCC)c(=O)c1c2c34)s5)s6,CCCCCCCCC(CCCCCC)CN1C(=O)c2cc(-c3ccc(-c4ccc(c5cc6c7c(c(-c8ccc(-c9ccc(*)s9)s8)cc8c7c5C(=O)N(CC(CCCCCC)CCCCCCCC)C8=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C6=O)s4)s3)c3c4c(cc(*)c(c24)C1=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C3=O,CCCCCCCCC(CCCCCC)CN1C(=O)c2cc(-c3ccc(-c4ccc(-c5cc6c7c(c(-c8ccc(-c9ccc(c%10cc%11c%12c(c(-c%13ccc(-c%14ccc(*)s%14)s%13)cc%13c%12c%10C(=O)N(CC(CCCCCC)CCCCCCCC)C%13=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C%11=O)s9)s8)cc8c7c5C(=O)N(CC(CCCCCC)CCCCCCCC)C8=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C6=O)s4)s3)c3c4c(cc(*)c(c24)C1=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C3=O,CCCCCCCCC(CCCCCC)CN1C(=O)c2cc3c4c5c(c:C(:c(c25)C1=O)C1:ccc(s:1)-c1ccc-3s1)C(=O)N(CC(CCCCCC)CCCCCCCC)C4=O,CCCCCCCCC(CCCCCC)CN1C(=O)c2cc3c4c5c(cc(c(c25)C1=O)-c1ccc(s1)-c1cc:C(:s1)C1:cc2c5c(c(cc6c5c:1C(=O)N(CC(CCCCCC)CCCCCCCC)C6=O)-c1ccc(s1)-c1ccc-3s1)C(=O)N(CC(CCCCCC)CCCCCCCC)C2=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C4=O,CCCCCCCCC(CCCCCC)CN1C(=O)c2cc3c4c5c(cc(c(c25)C1=O)-c1ccc(s1)-c1ccc(s1)-c1cc2c5c(c(cc6c5c1C(=O)N(CC(CCCCCC)CCCCCCCC)C6=O)-c1ccc(s1)-c1ccc(s1)-c1cc5c6c(:C(:cc7c6c1C(=O)N(CC(CCCCCC)CCCCCCCC)C7=O)C1:ccc(s:1)-c1ccc-3s1)C(=O)N(CC(CCCCCC)CCCCCCCC)C5=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C2=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C4=O
P(NDI2OD-T2),*c6ccc(c5ccc(c1cc3c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c4c(*)cc2c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c1c2c34)s5)s6,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc(-c3ccc(-c4ccc(c5cc6c7c(c(-c8ccc(-c9ccc(*)s9)s8)cc8c7c5C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C8=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)s4)s3)c3c4c(cc(*)c(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc(-c3ccc(-c4ccc(-c5cc6c7c(c(-c8ccc(-c9ccc(c%10cc%11c%12c(c(-c%13ccc(-c%14ccc(*)s%14)s%13)cc%13c%12c%10C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C%13=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C%11=O)s9)s8)cc8c7c5C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C8=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)s4)s3)c3c4c(cc(*)c(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(c:C(:c(c25)C1=O)C1:ccc(s:1)-c1ccc-3s1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(cc(c(c25)C1=O)-c1ccc(s1)-c1cc:C(:s1)C1:cc2c5c(c(cc6c5c:1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)-c1ccc(s1)-c1ccc-3s1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(cc(c(c25)C1=O)-c1ccc(s1)-c1ccc(s1)-c1cc2c5c(c(cc6c5c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)-c1ccc(s1)-c1ccc(s1)-c1cc5c6c(:C(:cc7c6c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C7=O)C1:ccc(s:1)-c1ccc-3s1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C5=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O
LP,CCCCCCCCCCCCC(CCCCCCCCCCCC)n5c1cc(*)c(C(C)=*)cc1c4cc3c(C)cc2cc(*)c(C=*)cc2c3cc45,CCCCCCCCCCCCC(CCCCCCCCCCCC)n1c2cc(*)c(C(C)=*)cc2c2cc3c(C)cc4cc5c(cc4c3cc21)C=C(C)c1cc2c3cc4c(C)cc6cc(*)c(C=*)cc6c4cc3n(C(CCCCCCCCCCCC)CCCCCCCCCCCC)c2cc15,CCCCCCCCCCCCC(CCCCCCCCCCCC)n1c2cc(*)c(C(C)=*)cc2c2cc3c(C)cc4cc5c(cc4c3cc21)C=C(C)c1cc2c3cc4c(C)cc6cc7c(cc(C)c8cc9c%10cc%11c(C)cc%12cc(*)c(C=*)cc%12c%11cc%10n(C(CCCCCCCCCCCC)CCCCCCCCCCCC)c9cc87)cc6c4cc3n(C(CCCCCCCCCCCC)CCCCCCCCCCCC)c2cc15,CCCCCCCCCCCCC(CCCCCCCCCCCC)n1c2cc3c4cc2c2cc5c(C)cc6cc(c(cc6c5cc21)C=C4C)3,CCCCCCCCCCCCC(CCCCCCCCCCCC)n1c2cc3c4cc2c2cc5c(C)cc6cc7c(cc(C)c8cc9c%10cc%11c(C)cc%12cc(c(cc%12c%11cc%10n(C(CCCCCCCCCCCC)CCCCCCCCCCCC)c9cc87)C=C4C)3)cc6c5cc21,CCCCCCCCCCCCC(CCCCCCCCCCCC)n1c2cc3c4cc2c2cc5c(C)cc6cc7c(cc(C)c8cc9c%10cc%11c(C)cc%12cc%13c(cc(C)c%14cc%15c%16cc%17c(C)cc%18cc(c(cc%18c%17cc%16n(C(CCCCCCCCCCCC)CCCCCCCCCCCC)c%15cc%14%13)C=C4C)3)cc%12c%11cc%10n(C(CCCCCCCCCCCC)CCCCCCCCCCCC)c9cc87)cc6c5cc21
DPP-2T,CCCCCCCCCCCCC(CCCCCCCCCC)Cn6c(c1ccc(*)s1)c5c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(c4ccc(c3ccc(c2ccc(*)s2)s3)s4)c5c6=O,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(c6ccc(C7=C8C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c9ccc(-c%10ccc(-c%11ccc(*)s%11)s%10)s9)=C8C(=O)N7CC(CCCCCCCCCC)CCCCCCCCCCCC)s6)s5)s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(*)s1,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(-c6ccc(C7=C8C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c9ccc(-c%10ccc(-c%11ccc(c%12ccc(C%13=C%14C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c%15ccc(-c%16ccc(-c%17ccc(*)s%17)s%16)s%15)=C%14C(=O)N%13CC(CCCCCCCCCC)CCCCCCCCCCCC)s%12)s%11)s%10)s9)=C8C(=O)N7CC(CCCCCCCCCC)CCCCCCCCCCCC)s6)s5)s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(*)s1,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C3c4ccc(s4)-c4ccc(s4)-c4cc:C(:s4)C4:ccc(s:4)C1=C2C(=O)N3CC(CCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C3c4ccc(s4)-c4ccc(s4)-c4ccc(s4)-c4ccc(s4)C4=C5C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)c4cc:C(:s4)C4:ccc(s:4)-c4ccc(s4)-c4ccc(s4)C1=C2C(=O)N3CC(CCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C3c4ccc(s4)-c4ccc(s4)-c4cc:C(:s4)C4:ccc(s:4)C4=C5C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)c4ccc(s4)-c4ccc(s4)-c4ccc(s4)-c4ccc(s4)C4=C5C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)c4ccc(s4)-c4ccc(s4)-c4ccc(s4)-c4ccc(s4)C1=C2C(=O)N3CC(CCCCCCCCCC)CCCCCCCCCCCC
PCDTPT-ODD,*c1cc5c(s1)c4sc(c2cnc(*)c3nsnc23)cc4C5(CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CC(CCCCCCCC)CCCCCCCCCC)c2cc(c3ncc(-c4cc5c(s4)-c4sc(*)cc4C5(CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)c4nsnc34)sc2-c2sc(-c3cnc(*)c4nsnc34)cc21,CCCCCCCCCCC(CCCCCCCC)CC1(CC(CCCCCCCC)CCCCCCCCCC)c2cc(*)sc2-c2sc(-c3cnc(c4cc5c(s4)-c4sc(-c6cnc(-c7cc8c(s7)-c7sc(-c9cnc(*)c%10nsnc9%10)cc7C8(CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)c7nsnc67)cc4C5(CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)c4nsnc34)cc21,CCCCCCCCCCC(CCCCCCCC)CC1(CC(CCCCCCCC)CCCCCCCCCC)c2cc3sc2-c2s:C(:cc21)C1:ncc-3c2nsnc:12,CCCCCCCCCCC(CCCCCCCC)CC1(CC(CCCCCCCC)CCCCCCCCCC)c2cc3sc2-c2sc(cc21)-c1ncc(c2nsnc12)-c1cc2c(s1)-c1s:C(:cc1C2(CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)C1:ncc-3c2nsnc:12,CCCCCCCCCCC(CCCCCCCC)CC1(CC(CCCCCCCC)CCCCCCCCCC)c2cc3sc2-c2s:C(:cc21)C1:ncc(c2nsnc:12)-c1cc2c(s1)-c1sc(cc1C2(CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)-c1ncc(c2nsnc12)-c1cc2c(s1)-c1sc(cc1C2(CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)-c1ncc-3c2nsnc12
