index to extract,derived Rh (nm),normalized intensity (0-1),normalized intensity (0-1) corrected,intensity weighted average Rh (nm),intensity weighted average over log(Rh (nm))
247.0,"[1.162, 1.882, 3.049, 4.943, 7.139, 8.641, 10.059, 11.717, 15.256, 19.542, 23.718, 26.602, 29.722, 33.16, 44.219, 71.586, 116.21, 165.456, 193.211, 218.467, 239.961, 266.845, 404.682, 421.276, 450.555, 481.869, 520.29, 702.832, 1132.993, 1835.16, 2742.748, 4125.672, 4936.797, 6653.352, 10638.929, 17163.82, 27801.022, 45021.756, 72919.025]","[-0.004, -0.005, -0.005, 0.002, 0.151, 0.289, 0.47, 0.657, 0.832, 0.942, 0.689, 0.539, 0.355, 0.159, -0.012, -0.018, 0.001, 0.101, 0.31, 0.545, 0.73, 0.965, 0.923, 0.73, 0.547, 0.365, 0.169, 0.016, -0.028, -0.029, 0.035, 0.156, 0.192, 0.116, 0.0, -0.037, -0.038, -0.041, -0.042]","[3.77358491e-02 3.67428004e-02 3.67428004e-02 4.36941410e-02
 1.91658391e-01 3.28699106e-01 5.08440914e-01 6.94141013e-01
 8.67924528e-01 9.77159881e-01 7.25918570e-01 5.76961271e-01
 3.94240318e-01 1.99602781e-01 2.97914598e-02 2.38331678e-02
 4.27010924e-02 1.42005958e-01 3.49553128e-01 5.82919563e-01
 7.66633565e-01 1.00000000e+00 9.58291956e-01 7.66633565e-01
 5.84905660e-01 4.04170804e-01 2.09533267e-01 5.75968222e-02
 1.39026812e-02 1.29096326e-02 7.64647468e-02 1.96623635e-01
 2.32373386e-01 1.56901688e-01 4.17080437e-02 4.96524330e-03
 3.97219464e-03 9.93048659e-04 0.00000000e+00]",491.27852697129,95.18681065882589
248.0,"[0.673, 1.021, 1.328, 1.583, 1.845, 2.152, 2.564, 3.162, 4.307, 4.95, 5.771, 6.44, 7.03, 7.845, 9.349, 13.278, 21.51, 34.846, 47.366, 54.027, 65.813, 84.495, 95.544, 129.874, 151.419, 210.389, 340.82, 540.138, 750.494, 1065.889, 1652.603, 2562.272, 4150.757, 6724.027, 10892.602]","[0.007, 0.078, 0.228, 0.383, 0.532, 0.69, 0.83, 0.98, 0.979, 0.875, 0.739, 0.608, 0.474, 0.304, 0.141, 0.003, -0.006, -0.006, 0.097, 0.27, 0.456, 0.594, 0.527, 0.354, 0.2, 0.028, -0.016, 0.035, 0.182, 0.278, 0.188, 0.033, -0.024, -0.026, -0.028]","[0.03472222 0.10515873 0.25396825 0.4077381  0.55555556 0.71230159
 0.85119048 1.         0.99900794 0.89583333 0.7609127  0.63095238
 0.49801587 0.32936508 0.16765873 0.03075397 0.0218254  0.0218254
 0.12400794 0.29563492 0.48015873 0.61706349 0.55059524 0.37896825
 0.22619048 0.05555556 0.01190476 0.0625     0.20833333 0.30357143
 0.21428571 0.06051587 0.00396825 0.00198413 0.        ]",113.34107503969248,11.504839146092353
249.0,"[0.364, 0.555, 0.799, 0.999, 1.271, 1.515, 1.805, 2.152, 2.598, 3.849, 4.95, 5.899, 7.03, 8.379, 10.206, 14.496, 23.482, 32.627, 38.884, 46.339, 56.449, 82.155, 113.863, 135.696, 154.776, 184.453, 252.603, 384.916, 528.423, 643.705, 844.947, 1251.875, 1480.998, 1804.097, 2246.406, 3190.461, 5168.394]","[-0.013, -0.006, 0.026, 0.12, 0.262, 0.434, 0.609, 0.786, 0.963, 0.987, 0.786, 0.642, 0.467, 0.293, 0.136, -0.007, -0.001, 0.174, 0.329, 0.495, 0.667, 0.834, 0.687, 0.528, 0.367, 0.176, -0.045, -0.038, 0.185, 0.34, 0.576, 0.541, 0.385, 0.223, 0.076, -0.042, -0.048]","[0.03381643 0.04057971 0.07149758 0.16231884 0.29951691 0.46570048
 0.63478261 0.8057971  0.97681159 1.         0.8057971  0.66666667
 0.49758454 0.3294686  0.17777778 0.03961353 0.04541063 0.21449275
 0.36425121 0.52463768 0.69082126 0.85217391 0.71014493 0.55652174
 0.40096618 0.21642512 0.00289855 0.00966184 0.22512077 0.37487923
 0.60289855 0.56908213 0.41835749 0.26183575 0.11980676 0.0057971
 0.        ]",240.38747689161556,25.984957651962763
256.0,"[15.672, 22.366, 29.617, 42.268, 51.933, 60.324, 74.117, 94.539, 132.419, 159.681, 199.9, 215.443, 301.769]","[-0.013, 0.007, -0.016, -0.007, 0.245, 0.434, 0.728, 0.958, 0.956, 0.735, 0.386, 0.102, -0.016]","[0.00308008 0.02361396 0.         0.00924025 0.26796715 0.46201232
 0.76386037 1.         0.99794661 0.77104723 0.41273101 0.1211499
 0.        ]",115.41958062460164,105.89631400523493
257.0,"[19.824, 28.439, 37.964, 53.553, 122.262, 163.975, 217.874, 269.887, 350.642, 487.281, 597.433, 638.434, 666.488, 671.491, 909.049, 1196.613]","[-0.018, 0.0, 0.029, -0.013, -0.006, 0.173, 0.451, 0.68, 0.879, 0.918, 0.777, 0.547, 0.166, 0.326, 0.005, -0.016]","[0.         0.01923077 0.05021368 0.00534188 0.01282051 0.20405983
 0.50106838 0.7457265  0.95833333 1.         0.84935897 0.60363248
 0.1965812  0.36752137 0.02457265 0.00213675]",445.26374084072495,402.35891406781644
258.0,"[40.173, 54.142, 67.24, 81.077, 100.099, 117.761, 140.463, 186.161, 210.342, 245.998, 262.261, 321.25, 359.421, 409.319, 617.799]","[-0.016, -0.028, 0.287, 0.486, 0.738, 0.874, 0.957, 0.967, 0.871, 0.744, 0.628, 0.396, 0.195, -0.016, -0.018]","[0.0120603  0.         0.31658291 0.51658291 0.76984925 0.90653266
 0.98994975 1.         0.90351759 0.7758794  0.65929648 0.42613065
 0.2241206  0.0120603  0.01005025]",180.13635150300598,163.25154392643154
259.0,"[9.182, 13.58, 21.967, 24.735, 27.164, 30.778, 40.01, 55.942, 72.873, 98.348, 124.693, 154.837, 241.748, 387.8]","[-0.035, -0.026, 0.005, 0.171, 0.47, 0.703, 1.002, 1.011, 0.899, 0.698, 0.53, 0.373, -0.007, -0.031]","[0.         0.00860421 0.03824092 0.19694073 0.48279159 0.70554493
 0.99139579 1.         0.89292543 0.70076482 0.54015296 0.39005736
 0.02676864 0.00382409]",67.9084674556213,57.81421995757059
260.0,"[0.641, 0.835, 1.087, 1.417, 1.845, 2.402, 3.126, 4.066, 5.289, 6.884, 8.971, 11.696, 15.233, 19.344, 23.95, 29.3, 36.725, 47.836, 62.416, 76.817, 89.011, 101.886, 115.229, 134.47, 167.677, 219.335]","[0.044, 0.048, 0.055, 0.069, 0.102, 0.148, 0.223, 0.311, 0.409, 0.464, 0.464, 0.437, 0.462, 0.556, 0.715, 0.869, 1.014, 1.036, 0.967, 0.808, 0.654, 0.51, 0.367, 0.202, 0.131, 0.127]","[0.         0.00403226 0.01108871 0.02520161 0.05846774 0.10483871
 0.18044355 0.26915323 0.36794355 0.4233871  0.4233871  0.39616935
 0.42137097 0.51612903 0.67641129 0.83165323 0.97782258 1.
 0.93044355 0.77016129 0.61491935 0.46975806 0.32560484 0.15927419
 0.08770161 0.08366935]",46.19442038216561,29.928129265702342
261.0,"[2.172, 3.527, 4.23, 4.965, 5.716, 8.148, 11.886, 16.764, 24.896, 34.156, 53.225, 70.464]","[0.016, 0.004, 0.175, 0.431, 0.583, 0.877, 0.894, 0.731, 0.444, 0.233, 0.002, 0.001]","[0.01679731 0.00335946 0.19484882 0.48152296 0.65173572 0.98096305
 1.         0.8174692  0.49608063 0.25979843 0.00111982 0.        ]",12.614010961406713,10.564366086769553
279.0,"[3.046, 4.259, 7.074, 10.986, 17.106, 24.884, 31.586, 47.202, 55.796, 92.698, 155.212, 387.243, 737.091, 937.77, 1121.434, 1496.972, 1741.607, 1786.533, 3056.991, 3927.74, 7467.539, 10685.216, 16370.136, 21675.686, 36514.771, 113482.031, 360840.465, 787598.129, 2175739.206, 3617815.837]","[0.026, 0.049, 0.053, 0.053, 0.034, 0.017, 0.006, 0.041, 0.056, 0.058, 0.002, 0.002, 0.0, 0.222, 0.402, 0.769, 0.902, 0.964, 0.998, 0.897, 0.654, 0.509, 0.359, 0.286, 0.186, 0.064, 0.024, 0.011, 0.009, 0.004]","[0.0260521  0.0490982  0.05310621 0.05310621 0.03406814 0.01703407
 0.00601202 0.04108216 0.05611222 0.05811623 0.00200401 0.00200401
 0.         0.22244489 0.40280561 0.77054108 0.90380762 0.96593186
 1.         0.8987976  0.65531062 0.51002004 0.35971944 0.28657315
 0.18637275 0.06412826 0.0240481  0.01102204 0.00901804 0.00400802]",12997.423939924249,2793.1443242482837
280.0,"[4.435, 6.644, 8.548, 11.069, 12.774, 15.311, 18.99, 29.544, 50.465, 65.386, 76.801, 90.34, 115.103, 246.265, 396.199, 474.07, 585.594, 658.418, 827.557, 1004.641, 1145.379, 1736.574, 2306.061, 6284.424, 13168.382, 29093.831, 160047.305, 1033543.615, 2760101.722]","[0.0, 0.017, 0.156, 0.248, 0.19, 0.103, 0.013, 0.0, 0.047, 0.135, 0.197, 0.248, 0.209, 0.094, 0.333, 0.509, 0.699, 0.833, 0.895, 0.964, 0.996, 0.923, 0.829, 0.427, 0.216, 0.113, 0.026, 0.004, 0.002]","[0.         0.01706827 0.15662651 0.24899598 0.19076305 0.10341365
 0.01305221 0.         0.04718876 0.13554217 0.19779116 0.24899598
 0.20983936 0.09437751 0.33433735 0.51104418 0.70180723 0.83634538
 0.89859438 0.96787149 1.         0.92670683 0.83232932 0.42871486
 0.21686747 0.11345382 0.02610442 0.00401606 0.00200803]",3228.4062081476773,668.9696881543155
324.0,"[0.001, 0.002, 0.003, 0.006, 0.009, 0.028, 0.064, 0.16, 0.292, 0.543, 0.919, 2.209, 3.504, 6.131, 12.658, 98.666, 152.746, 248.327, 453.206, 671.029, 1268.941, 2129.727, 5953.075]","[0.0, 0.009, 0.032, 0.063, -0.001, 0.007, 0.012, 0.032, 0.082, 0.073, 0.038, 0.031, 0.034, 0.051, 0.037, 0.045, 0.544, 1.051, 0.951, 0.574, 0.233, 0.079, 0.08]","[9.50570342e-04 9.50570342e-03 3.13688213e-02 6.08365019e-02
 0.00000000e+00 7.60456274e-03 1.23574144e-02 3.13688213e-02
 7.88973384e-02 7.03422053e-02 3.70722433e-02 3.04182510e-02
 3.32699620e-02 4.94296578e-02 3.61216730e-02 4.37262357e-02
 5.18060837e-01 1.00000000e+00 9.04942966e-01 5.46577947e-01
 2.22433460e-01 7.60456274e-02 7.69961977e-02]",518.8550659313727,159.9082129758004
325.0,"[0.015, 0.008, 0.026, 0.047, 0.097, 0.168, 0.294, 0.488, 0.863, 1.961, 9.188, 16.511, 29.923, 55.504, 98.69, 191.381, 305.048, 577.942, 1208.604, 2395.542, 3924.824, 6439.456, 10632.49, 21861.648]","[0.022, 0.011, 0.075, 0.23, 0.454, 0.383, 0.093, 0.062, 0.08, 0.072, 0.084, 0.184, 0.325, 0.33, 0.129, 0.099, 0.117, 0.224, 0.812, 1.139, 1.04, 0.447, 0.136, 0.141]","[0.00975177 0.         0.05673759 0.19414894 0.3927305  0.32978723
 0.07269504 0.04521277 0.06117021 0.05407801 0.06471631 0.15336879
 0.27836879 0.28280142 0.10460993 0.07801418 0.09397163 0.18882979
 0.71010638 1.         0.91223404 0.38652482 0.1108156  0.11524823]",2319.4526913618674,156.53027909181876
326.0,"[0.002, 0.003, 0.009, 0.026, 0.046, 0.084, 0.262, 0.438, 0.996, 5.166, 9.165, 17.071, 27.177, 50.152, 97.044, 301.362, 568.519, 764.342, 1143.554, 1759.595, 2328.046, 2904.263, 5370.159, 17498.371, 27932.682, 63620.205, 123930.742, 297169.432, 642471.326]","[0.03, 0.036, 0.036, 0.135, 0.171, 0.045, 0.066, 0.083, 0.069, 0.074, 0.15, 0.2, 0.222, 0.181, 0.101, 0.122, 0.296, 0.674, 1.093, 0.784, 0.507, 0.158, 0.136, 0.125, 0.174, 0.179, 0.165, 0.171, 0.17]","[0.         0.0056444  0.0056444  0.09877705 0.13264346 0.01411101
 0.03386642 0.04985889 0.03668862 0.04139229 0.11288805 0.15992474
 0.18062088 0.1420508  0.0667921  0.08654751 0.25023518 0.60583255
 1.         0.70931326 0.44873001 0.12041392 0.09971778 0.08936971
 0.13546566 0.14016933 0.12699906 0.13264346 0.13170273]",30828.116102498636,695.0415420354472
327.0,"[0.003, 0.007, 0.014, 0.024, 0.04, 0.072, 0.182, 1.572, 2.496, 4.8, 7.148, 13.908, 19.105, 25.039, 51.797, 81.868, 127.013, 170.39, 254.612, 353.791, 491.269, 1020.052, 3001.291]","[0.028, 0.046, 0.156, 0.384, 0.493, 0.142, 0.069, 0.078, 0.088, 0.369, 0.622, 0.673, 0.497, 0.236, 0.096, 0.192, 0.649, 0.934, 1.121, 0.722, 0.336, 0.124, 0.132]","[0.         0.01646844 0.11710887 0.32570906 0.42543458 0.10430009
 0.03751144 0.04574565 0.05489478 0.31198536 0.54345837 0.59011894
 0.42909424 0.19030192 0.06221409 0.15004575 0.56816102 0.82891125
 1.         0.63494968 0.28179323 0.08783166 0.09515096]",180.9205568076362,23.74181743951765
328.0,"[0.001, 0.002, 0.004, 0.009, 0.02, 0.037, 0.065, 0.127, 0.213, 0.275, 0.46, 3.984, 6.661, 9.068, 13.681, 21.73, 29.582, 40.27, 74.628, 138.299, 256.293, 451.157, 754.386, 1549.405, 4560.601]","[0.016, 0.022, 0.027, 0.039, 0.091, 0.181, 0.349, 0.492, 0.43, 0.228, 0.067, 0.062, 0.428, 0.726, 1.078, 0.844, 0.576, 0.342, 0.274, 0.469, 0.487, 0.267, 0.119, 0.105, 0.112]","[0.         0.00564972 0.01035782 0.02165725 0.07062147 0.15536723
 0.31355932 0.44821092 0.38983051 0.19962335 0.0480226  0.0433145
 0.38794727 0.66854991 1.         0.77966102 0.52730697 0.30696798
 0.24293785 0.42655367 0.44350282 0.23634652 0.09698682 0.08380414
 0.09039548]",140.1043957744583,9.319129034923115
329.0,"[0.004, 0.007, 0.012, 0.02, 0.039, 0.065, 0.122, 0.169, 0.212, 2.249, 4.501, 5.393, 7.419, 12.294, 17.946, 25.371, 35.088, 41.707, 105.779, 267.391, 827.346]","[0.04, 0.063, 0.125, 0.285, 0.465, 0.547, 0.415, 0.255, 0.068, 0.091, 0.342, 0.584, 0.982, 1.07, 0.891, 0.523, 0.37, 0.057, 0.005, 0.0, 0.0]","[0.03738318 0.0588785  0.11682243 0.26635514 0.43457944 0.51121495
 0.38785047 0.23831776 0.0635514  0.08504673 0.31962617 0.54579439
 0.91775701 1.         0.83271028 0.48878505 0.34579439 0.05327103
 0.0046729  0.         0.        ]",9.842693786570074,2.1231747340805147
330.0,"[0.004, 0.011, 0.02, 0.036, 0.063, 0.117, 0.195, 0.361, 0.664, 1.224, 3.996, 6.767, 9.342, 14.366, 22.953, 32.292, 45.232, 74.909, 189.106, 388.763, 884.0]","[0.027, 0.048, 0.184, 0.398, 0.501, 0.459, 0.358, 0.336, 0.156, 0.068, 0.076, 0.324, 0.596, 0.967, 1.082, 0.723, 0.278, 0.091, 0.104, 0.122, 0.102]","[0.         0.01990521 0.14881517 0.35165877 0.4492891  0.40947867
 0.31374408 0.292891   0.12227488 0.03886256 0.0464455  0.28151659
 0.53933649 0.89099526 1.         0.65971564 0.23791469 0.06066351
 0.07298578 0.09004739 0.07109005]",31.410851857609202,3.3454177880837865
331.0,"[0.007, 0.044, 0.109, 0.238, 0.817, 3.52, 5.555, 10.841, 73.041, 281.147, 400.068, 463.616, 546.77, 864.446, 1177.292, 1271.806, 1729.039, 2130.62, 2968.664, 5232.991, 11568.104, 25304.702, 61932.802, 169895.911]","[0.0, 0.0, 0.063, 0.016, 0.016, 0.016, 0.078, 0.031, 0.016, 0.016, 0.156, 0.469, 0.938, 1.016, 0.766, 0.453, 0.188, 0.047, 0.0, 0.047, 0.109, 0.078, 0.047, 0.031]","[0.         0.         0.06200787 0.01574803 0.01574803 0.01574803
 0.07677165 0.03051181 0.01574803 0.01574803 0.15354331 0.46161417
 0.92322835 1.         0.75393701 0.44586614 0.18503937 0.04625984
 0.         0.04625984 0.10728346 0.07677165 0.04625984 0.03051181]",3314.965892973679,734.9816215654441
332.0,"[0.004, 0.025, 0.054, 0.106, 0.325, 1.962, 2.748, 3.849, 4.819, 32.523, 71.393, 79.88, 89.376, 100.0, 125.188, 175.349, 219.515, 274.805, 384.916, 539.147, 844.947, 3638.946, 10000.0, 17534.866, 48186.661, 105776.756]","[0.015, 0.0, 0.062, 0.015, 0.015, 0.015, 0.2, 0.077, 0.015, 0.015, 0.015, 0.369, 0.615, 0.754, 0.938, 1.015, 0.892, 0.631, 0.354, 0.031, 0.0, 0.015, 0.0, 0.031, 0.015, 0.015]","[0.01477833 0.         0.06108374 0.01477833 0.01477833 0.01477833
 0.19704433 0.07586207 0.01477833 0.01477833 0.01477833 0.3635468
 0.60591133 0.74285714 0.92413793 1.         0.87881773 0.62167488
 0.34876847 0.03054187 0.         0.01477833 0.         0.03054187
 0.01477833 0.01477833]",635.3265708449092,117.85903333534596
333.0,"[0.009, 0.086, 0.245, 0.416, 4.918, 13.515, 18.359, 29.466, 126.904, 439.557, 601.187, 792.033, 1043.464, 1491.723, 1640.883, 1715.119, 1720.966, 1867.45, 8042.581, 31381.526, 62838.551, 135151.353, 582058.64]","[0.015, 0.0, 0.091, 0.015, 0.015, 0.015, 0.197, 0.0, 0.0, 0.015, 0.212, 0.576, 0.939, 0.985, 0.697, 0.545, 0.303, -0.015, -0.015, 0.015, 0.061, 0.015, 0.015]","[0.03  0.015 0.106 0.03  0.03  0.03  0.212 0.015 0.015 0.03  0.227 0.591
 0.954 1.    0.712 0.56  0.318 0.    0.    0.03  0.076 0.03  0.03 ]",6550.542341995634,807.5453670596709
334.0,"[0.002, 0.007, 0.01, 0.027, 0.038, 0.074, 0.704, 1.101, 1.921, 2.672, 3.769, 5.938, 50.26, 59.587, 70.151, 72.023, 123.442, 143.553, 189.094, 241.76, 2285.567, 3986.665, 8766.684, 27002.405, 66436.774]","[-0.016, 0.063, 0.0, 0.0, 0.031, -0.016, -0.016, 0.0, 0.047, 0.109, 0.047, 0.0, -0.016, 0.469, 1.016, 0.781, 0.984, 0.641, 0.188, 0.0, 0.0, 0.047, 0.031, 0.016, 0.0]","[0.         0.07655039 0.01550388 0.01550388 0.04554264 0.
 0.         0.01550388 0.06104651 0.12112403 0.06104651 0.01550388
 0.         0.46996124 1.         0.77228682 0.96899225 0.63662791
 0.19767442 0.01550388 0.01550388 0.06104651 0.04554264 0.03100775
 0.01550388]",633.9022053682897,66.77184187247988
335.0,"[0.005, 0.017, 0.024, 0.034, 0.043, 0.084, 0.147, 0.793, 0.978, 1.346, 1.665, 2.324, 2.919, 4.146, 5.263, 7.474, 32.188, 39.264, 52.581, 71.27, 88.607, 127.15, 166.49, 243.075, 1171.299, 4508.518, 7878.35, 19383.386, 38094.567, 93563.604]","[0.015, -0.015, 0.169, 0.062, -0.015, -0.015, -0.015, -0.031, 0.108, 0.262, 0.369, 0.4, 0.369, 0.246, 0.123, 0.0, 0.0, 0.231, 0.631, 0.923, 0.985, 0.769, 0.369, 0.0, 0.0, 0.0, 0.031, 0.015, 0.0, 0.0]","[0.04527559 0.01574803 0.19685039 0.09153543 0.01574803 0.01574803
 0.01574803 0.         0.13681102 0.28838583 0.39370079 0.4242126
 0.39370079 0.2726378  0.1515748  0.03051181 0.03051181 0.25787402
 0.6515748  0.93897638 1.         0.78740157 0.39370079 0.03051181
 0.03051181 0.03051181 0.06102362 0.04527559 0.03051181 0.03051181]",870.8937780508961,20.487479276064622
336.0,"[0.001, 0.004, 0.011, 0.021, 0.024, 0.042, 0.083, 0.146, 0.229, 0.704, 0.776, 0.953, 1.309, 1.811, 2.267, 3.226, 4.186, 5.936, 25.657, 30.665, 40.861, 50.159, 70.382, 100.716, 164.741, 237.428, 302.577, 1634.248, 2850.345, 5592.17, 12297.534, 27091.312, 104278.769]","[0.0, 0.0, 0.127, 0.063, 0.016, 0.032, -0.016, 0.0, -0.016, -0.016, 0.111, 0.286, 0.46, 0.571, 0.571, 0.429, 0.111, 0.0, -0.032, 0.381, 0.825, 1.0, 0.984, 0.794, 0.413, 0.159, 0.0, -0.016, 0.032, 0.032, 0.016, -0.016, -0.016]","[0.03100775 0.03100775 0.15406977 0.09205426 0.04651163 0.0620155
 0.01550388 0.03100775 0.01550388 0.01550388 0.13856589 0.30813953
 0.47674419 0.58430233 0.58430233 0.44670543 0.13856589 0.03100775
 0.         0.4001938  0.83042636 1.         0.98449612 0.8003876
 0.43120155 0.18507752 0.03100775 0.01550388 0.0620155  0.0620155
 0.04651163 0.01550388 0.01550388]",437.23539659513244,13.953283665752584
337.0,"[0.004, 0.022, 0.025, 0.034, 0.043, 0.067, 0.076, 0.232, 0.407, 0.638, 1.119, 1.401, 1.753, 2.195, 2.748, 3.849, 6.032, 6.749, 9.454, 25.98, 45.555, 50.97, 63.808, 89.376, 125.188, 175.349, 219.515, 274.805, 384.916, 430.672, 1324.193]","[-0.015, -0.015, 0.062, 0.154, 0.2, 0.154, 0.0, 0.0, 0.031, 0.015, 0.0, 0.092, 0.277, 0.446, 0.538, 0.508, 0.338, 0.123, 0.015, 0.0, 0.0, 0.323, 0.631, 0.892, 0.969, 0.923, 0.738, 0.462, 0.138, -0.015, 0.0]","[0.         0.         0.07825203 0.17174797 0.21849593 0.17174797
 0.0152439  0.0152439  0.04674797 0.0304878  0.0152439  0.10873984
 0.29674797 0.46849593 0.56199187 0.53150407 0.35873984 0.1402439
 0.0304878  0.0152439  0.0152439  0.34349593 0.65650407 0.92174797
 1.         0.95325203 0.7652439  0.4847561  0.1554878  0.
 0.0152439 ]",96.10808320511302,22.32438435099405
338.0,"[0.011, 0.017, 0.029, 0.054, 0.108, 0.565, 0.75, 1.477, 4.436, 11.544, 33.907, 49.142, 64.888, 86.134, 112.765, 187.2, 1086.293, 2646.519, 10888.254, 109205.27, 432231.348]","[0.018, 0.048, 0.099, 0.023, 0.011, 0.008, 0.12, 0.074, 0.013, 0.014, 0.272, 0.745, 1.009, 1.01, 0.445, 0.023, 0.013, 0.033, 0.012, 0.005, 0.002]","[0.01587302 0.04563492 0.09623016 0.02083333 0.00892857 0.00595238
 0.11706349 0.07142857 0.0109127  0.01190476 0.26785714 0.73710317
 0.99900794 1.         0.43948413 0.02083333 0.0109127  0.03075397
 0.00992063 0.00297619 0.        ]",197.8760748419722,39.530658328161074
339.0,"[0.002, 0.004, 0.01, 0.022, 0.031, 0.043, 0.061, 0.142, 0.941, 1.253, 1.682, 3.464, 7.361, 10.341, 51.115, 69.141, 76.661, 100.274, 137.553, 158.93, 196.296, 312.046, 893.855, 1699.246, 2003.775, 2853.427, 3733.928, 11624.636]","[0.005, 0.005, 0.03, -0.005, 0.03, 0.071, 0.01, 0.01, 0.005, 0.096, 0.096, 0.01, 0.051, 0.01, 0.015, 0.424, 0.697, 1.005, 0.747, 0.53, 0.02, 0.01, 0.0, 0.364, 0.404, 0.202, 0.005, 0.005]","[0.00990099 0.00990099 0.03465347 0.         0.03465347 0.07524752
 0.01485149 0.01485149 0.00990099 0.1        0.1        0.01485149
 0.05544554 0.01485149 0.01980198 0.42475248 0.6950495  1.
 0.74455446 0.52970297 0.02475248 0.01485149 0.0049505  0.36534653
 0.4049505  0.2049505  0.00990099 0.00990099]",516.8359463141026,110.10230312820512
340.0,"[0.002, 0.006, 0.01, 0.021, 0.04, 0.056, 0.674, 1.104, 1.926, 3.06, 6.989, 15.699, 22.636, 28.23, 36.602, 51.558, 66.443, 93.807, 122.966, 172.157, 238.604, 323.747, 419.675, 1201.895, 33319.501, 48529.623, 72018.527, 97082.53, 118901.904, 178279.572, 237111.678, 351284.976, 850244.817]","[0.01, 0.01, 0.11, 0.02, 0.125, 0.015, 0.005, 0.1, 0.02, 0.02, 0.14, 0.06, 0.16, 0.41, 0.685, 0.97, 0.96, 0.56, 0.415, 0.415, 0.495, 0.41, 0.02, 0.015, 0.02, 0.04, 0.245, 0.545, 0.605, 0.395, 0.135, 0.02, 0.015]","[0.00518135 0.00518135 0.10880829 0.01554404 0.12435233 0.01036269
 0.         0.0984456  0.01554404 0.01554404 0.13989637 0.05699482
 0.16062176 0.41968912 0.70466321 1.         0.98963731 0.57512953
 0.42487047 0.42487047 0.50777202 0.41968912 0.01554404 0.01036269
 0.01554404 0.03626943 0.24870466 0.55958549 0.62176166 0.40414508
 0.13471503 0.01554404 0.01036269]",32225.88386445971,329.3467012897341
341.0,"[0.002, 0.007, 0.016, 0.03, 0.053, 0.101, 0.29, 0.519, 1.105, 2.555, 5.196, 8.887, 13.84, 21.46, 29.273, 43.851, 49.309, 65.939, 92.552, 136.26, 211.228, 373.369, 599.458, 1048.248, 1546.232, 3203.313, 3828.901, 4981.484, 7009.694, 44668.872, 79829.841, 96413.535, 114902.024, 167458.034, 255291.636, 350606.981, 1406655.297]","[0.0, 0.005, 0.065, 0.095, 0.07, 0.0, 0.01, 0.05, 0.065, 0.09, 0.131, 0.211, 0.367, 0.558, 0.764, 0.894, 0.965, 0.995, 0.975, 0.91, 0.769, 0.588, 0.503, 0.407, 0.327, 0.221, 0.141, 0.055, 0.015, 0.005, 0.07, 0.241, 0.518, 0.533, 0.191, 0.01, 0.0]","[0.         0.00502513 0.06532663 0.09547739 0.07035176 0.
 0.01005025 0.05025126 0.06532663 0.09045226 0.13165829 0.2120603
 0.36884422 0.56080402 0.7678392  0.89849246 0.96984925 1.
 0.9798995  0.91457286 0.77286432 0.59095477 0.50552764 0.40904523
 0.32864322 0.22211055 0.14170854 0.05527638 0.01507538 0.00502513
 0.07035176 0.24221106 0.52060302 0.53567839 0.1919598  0.01005025
 0.        ]",19784.990895209074,215.9329337890217
342.0,"[7196.857, 193069.773, 268269.58, 299357.729, 415956.216, 517947.468, 719685.673, 1000000.0, 1245197.085, 1730195.739, 2993577.295]","[0.088, 0.118, 0.533, 0.758, 1.035, 1.111, 1.001, 0.777, 0.529, 0.318, 0.133]","[0.         0.02932551 0.43499511 0.65493646 0.9257087  1.
 0.89247312 0.67350929 0.43108504 0.22482893 0.04398827]",676858.7268939812,578366.0131676155
343.0,"[26826.958, 517947.468, 803085.722, 896150.502, 1245197.085, 1550515.78, 2404099.184, 2682695.795, 8030857.221]","[0.11, 0.114, 0.398, 1.001, 1.144, 0.786, 0.135, 0.584, 0.142]","[0.         0.00386847 0.27852998 0.86170213 1.         0.65377176
 0.02417795 0.45841393 0.03094778]",1447488.535561332,1306762.2966101787
344.0,"[56795.367, 235720.516, 1518586.796, 2271619.115, 2721825.022, 2930784.852, 3833374.077, 3999655.679, 7042221.755, 13591081.46]","[0.099, 0.119, 0.129, 0.456, 0.807, 1.133, 0.684, 0.297, 0.137, 0.141]","[0.         0.01934236 0.02901354 0.34526112 0.68471954 1.
 0.56576402 0.19148936 0.03675048 0.04061896]",3217665.7364860554,3032653.9543525716
412.0,"[2.078, 2.725, 3.67, 5.08, 6.844, 9.219, 12.42, 14.221, 17.191, 21.351, 23.158, 32.054, 43.181, 59.768, 80.516, 108.466, 150.131, 202.247, 272.455, 377.112, 508.022, 703.168, 947.263, 1311.134]","[0.0, 0.0, 0.027, 0.03, 0.008, -0.001, -0.001, 0.021, 0.051, 0.111, 0.131, 0.185, 0.198, 0.181, 0.146, 0.107, 0.072, 0.043, 0.022, 0.009, 0.001, -0.002, -0.005, -0.006]","[0.02941176 0.02941176 0.16176471 0.17647059 0.06862745 0.0245098
 0.0245098  0.13235294 0.27941176 0.57352941 0.67156863 0.93627451
 1.         0.91666667 0.74509804 0.55392157 0.38235294 0.24019608
 0.1372549  0.07352941 0.03431373 0.01960784 0.00490196 0.        ]",68.20391304347825,43.41447162809974
